cyclone_id,name,timestamp_t0,lat_t0,lon_t0,wind_t0
2023292N11063,TEJ,2023-10-23 00:00:00,14.3,53.4,166.7
2023292N11063,TEJ,2023-10-23 03:00:00,14.6,53.1,157.4
2023292N11063,TEJ,2023-10-23 06:00:00,14.9,52.9,148.2
2023292N11063,TEJ,2023-10-23 09:00:00,15.1,52.7,148.2
2023292N11063,TEJ,2023-10-23 12:00:00,15.4,52.7,138.9
2023293N12089,HAMOON,2023-10-20 18:00:00,12.8,88.0,
2023293N12089,HAMOON,2023-10-20 21:00:00,13.0,87.8,
2023293N12089,HAMOON,2023-10-21 00:00:00,13.2,87.5,
2023293N12089,HAMOON,2023-10-21 03:00:00,13.4,87.3,
2023293N12089,HAMOON,2023-10-21 06:00:00,13.6,87.1,
2023293N12089,HAMOON,2023-10-21 09:00:00,14.1,86.5,
2023293N12089,HAMOON,2023-10-21 12:00:00,14.6,86.0,
2023293N12089,HAMOON,2023-10-21 15:00:00,15.0,85.8,
2023293N12089,HAMOON,2023-10-21 18:00:00,15.1,86.0,46.3
2023293N12089,HAMOON,2023-10-21 21:00:00,15.2,86.1,46.3
2023293N12089,HAMOON,2023-10-22 00:00:00,15.2,86.2,46.3
2023293N12089,HAMOON,2023-10-22 03:00:00,15.3,86.2,46.3
2023293N12089,HAMOON,2023-10-22 06:00:00,15.5,86.3,46.3
2023293N12089,HAMOON,2023-10-22 09:00:00,15.7,86.4,46.3
2023293N12089,HAMOON,2023-10-22 12:00:00,15.9,86.6,55.6
2023293N12089,HAMOON,2023-10-22 15:00:00,16.2,86.7,55.6
2023293N12089,HAMOON,2023-10-22 18:00:00,16.2,86.8,55.6
2023293N12089,HAMOON,2023-10-22 21:00:00,16.4,86.8,55.6
2023293N12089,HAMOON,2023-10-23 00:00:00,16.8,86.9,55.6
2023293N12089,HAMOON,2023-10-23 03:00:00,17.1,86.9,55.6
2023293N12089,HAMOON,2023-10-23 06:00:00,17.5,87.0,55.6
2023293N12089,HAMOON,2023-10-23 09:00:00,17.9,87.2,55.6
2023293N12089,HAMOON,2023-10-23 12:00:00,18.4,87.4,64.8
2023293N12089,HAMOON,2023-10-23 15:00:00,18.8,87.8,74.1
2023293N12089,HAMOON,2023-10-23 18:00:00,19.2,88.2,74.1
2023293N12089,HAMOON,2023-10-23 21:00:00,19.4,88.6,92.6
2023293N12089,HAMOON,2023-10-24 00:00:00,19.7,89.0,101.9
2023293N12089,HAMOON,2023-10-24 03:00:00,20.0,89.6,120.4
2023293N12089,HAMOON,2023-10-24 06:00:00,20.3,90.2,120.4
2023317N10094,MIDHILI,2023-11-13 18:00:00,11.8,91.7,
2023317N10094,MIDHILI,2023-11-13 21:00:00,12.1,91.1,
2023317N10094,MIDHILI,2023-11-14 00:00:00,12.4,90.6,
2023317N10094,MIDHILI,2023-11-14 03:00:00,12.7,90.0,
2023317N10094,MIDHILI,2023-11-14 06:00:00,12.9,89.4,
2023317N10094,MIDHILI,2023-11-14 09:00:00,13.2,88.6,
2023317N10094,MIDHILI,2023-11-14 12:00:00,13.4,87.9,
2023317N10094,MIDHILI,2023-11-14 15:00:00,13.5,87.4,
2023317N10094,MIDHILI,2023-11-14 18:00:00,13.6,87.1,
2023317N10094,MIDHILI,2023-11-14 21:00:00,13.6,86.7,
2023317N10094,MIDHILI,2023-11-15 00:00:00,13.8,86.5,
2023317N10094,MIDHILI,2023-11-15 03:00:00,14.3,86.6,46.3
2023317N10094,MIDHILI,2023-11-15 06:00:00,14.8,86.7,46.3
2023317N10094,MIDHILI,2023-11-15 09:00:00,15.1,86.7,46.3
2023317N10094,MIDHILI,2023-11-15 12:00:00,15.4,86.7,46.3
2023317N10094,MIDHILI,2023-11-15 15:00:00,15.7,86.6,46.3
2023317N10094,MIDHILI,2023-11-15 18:00:00,16.1,86.7,46.3
2023317N10094,MIDHILI,2023-11-15 21:00:00,16.6,86.8,51.9
2023317N10094,MIDHILI,2023-11-16 00:00:00,17.2,87.0,55.6
2023317N10094,MIDHILI,2023-11-16 03:00:00,17.5,87.1,55.6
2023317N10094,MIDHILI,2023-11-16 06:00:00,17.9,87.3,55.6
2023317N10094,MIDHILI,2023-11-16 09:00:00,18.3,87.5,55.6
2023317N10094,MIDHILI,2023-11-16 12:00:00,18.6,87.6,55.6
2023317N10094,MIDHILI,2023-11-16 15:00:00,18.8,87.9,55.6
2023317N10094,MIDHILI,2023-11-16 18:00:00,19.2,88.1,55.6
2023317N10094,MIDHILI,2023-11-16 21:00:00,19.6,88.3,61.1
2023317N10094,MIDHILI,2023-11-17 00:00:00,20.2,88.7,64.8
2023334N08088,MICHAUNG,2023-11-30 18:00:00,8.4,86.4,
2023334N08088,MICHAUNG,2023-11-30 21:00:00,8.5,86.0,
2023334N08088,MICHAUNG,2023-12-01 00:00:00,8.8,85.8,37.0
2023334N08088,MICHAUNG,2023-12-01 03:00:00,9.0,85.6,37.0
2023334N08088,MICHAUNG,2023-12-01 06:00:00,9.2,85.4,46.3
2023334N08088,MICHAUNG,2023-12-01 09:00:00,9.5,85.3,46.3
2023334N08088,MICHAUNG,2023-12-01 12:00:00,9.7,85.1,46.3
2023334N08088,MICHAUNG,2023-12-01 15:00:00,9.8,85.0,46.3
2023334N08088,MICHAUNG,2023-12-01 18:00:00,9.9,84.8,46.3
2023334N08088,MICHAUNG,2023-12-01 21:00:00,9.9,84.5,51.9
2023334N08088,MICHAUNG,2023-12-02 00:00:00,10.1,84.1,55.6
2023334N08088,MICHAUNG,2023-12-02 03:00:00,10.2,83.8,55.6
2023334N08088,MICHAUNG,2023-12-02 06:00:00,10.3,83.6,55.6
2023334N08088,MICHAUNG,2023-12-02 09:00:00,10.4,83.5,55.6
2023334N08088,MICHAUNG,2023-12-02 12:00:00,10.5,83.5,55.6
2023334N08088,MICHAUNG,2023-12-02 15:00:00,10.7,83.3,55.6
2023334N08088,MICHAUNG,2023-12-02 18:00:00,10.8,83.1,55.6
2023334N08088,MICHAUNG,2023-12-02 21:00:00,11.0,83.0,61.1
2023334N08088,MICHAUNG,2023-12-03 00:00:00,11.3,82.9,64.8
2023334N08088,MICHAUNG,2023-12-03 03:00:00,11.5,82.7,64.8
2023334N08088,MICHAUNG,2023-12-03 06:00:00,11.9,82.5,64.8
2023334N08088,MICHAUNG,2023-12-03 09:00:00,12.1,82.4,64.8
2023334N08088,MICHAUNG,2023-12-03 12:00:00,12.3,82.3,64.8
2023334N08088,MICHAUNG,2023-12-03 15:00:00,12.5,82.1,74.1
2023334N08088,MICHAUNG,2023-12-03 18:00:00,12.8,81.8,83.3
2023334N08088,MICHAUNG,2023-12-03 21:00:00,12.9,81.6,83.3
2023334N08088,MICHAUNG,2023-12-04 00:00:00,13.1,81.4,83.3
2023334N08088,MICHAUNG,2023-12-04 03:00:00,13.3,81.1,92.6
2023334N08088,MICHAUNG,2023-12-04 06:00:00,13.5,80.9,92.6
2023334N08088,MICHAUNG,2023-12-04 09:00:00,13.7,80.7,92.6
2023334N08088,MICHAUNG,2023-12-04 12:00:00,14.0,80.6,101.9
2023334N08088,MICHAUNG,2023-12-04 15:00:00,14.2,80.4,101.9
2023334N08088,MICHAUNG,2023-12-04 18:00:00,14.4,80.3,101.9
2023334N08088,MICHAUNG,2023-12-04 21:00:00,14.6,80.2,101.9
2023334N08088,MICHAUNG,2023-12-05 00:00:00,14.9,80.1,92.6
2023334N08088,MICHAUNG,2023-12-05 03:00:00,15.2,80.1,92.6
2023334N08088,MICHAUNG,2023-12-05 06:00:00,15.6,80.2,92.6
2024145N14087,REMAL,2024-05-24 00:00:00,15.2,88.6,46.3
2024145N14087,REMAL,2024-05-24 03:00:00,15.5,89.0,46.3
2024145N14087,REMAL,2024-05-24 06:00:00,15.9,89.3,46.3
2024145N14087,REMAL,2024-05-24 09:00:00,16.1,89.4,46.3
2024145N14087,REMAL,2024-05-24 12:00:00,16.4,89.6,46.3
2024145N14087,REMAL,2024-05-24 15:00:00,16.7,89.7,46.3
2024145N14087,REMAL,2024-05-24 18:00:00,17.0,89.9,46.3
2024145N14087,REMAL,2024-05-24 21:00:00,17.2,89.9,51.9
2024145N14087,REMAL,2024-05-25 00:00:00,17.6,90.0,55.6
2024145N14087,REMAL,2024-05-25 03:00:00,17.9,89.8,55.6
2024145N14087,REMAL,2024-05-25 06:00:00,18.2,89.6,55.6
2024145N14087,REMAL,2024-05-25 09:00:00,18.4,89.5,61.1
2024145N14087,REMAL,2024-05-25 12:00:00,18.7,89.3,64.8
2024145N14087,REMAL,2024-05-25 15:00:00,18.9,89.2,64.8
2024145N14087,REMAL,2024-05-25 18:00:00,19.2,89.2,74.1
2024145N14087,REMAL,2024-05-25 21:00:00,19.4,89.2,83.3
2024145N14087,REMAL,2024-05-26 00:00:00,19.6,89.2,92.6
2024145N14087,REMAL,2024-05-26 03:00:00,19.9,89.1,92.6
2024145N14087,REMAL,2024-05-26 06:00:00,20.3,89.1,92.6
2024145N14087,REMAL,2024-05-26 09:00:00,20.6,89.1,101.9
2024145N14087,REMAL,2024-05-26 12:00:00,21.2,89.1,111.1
2024145N14087,REMAL,2024-05-26 14:00:00,21.5,89.0,111.1
2024145N14087,REMAL,2024-05-26 15:00:00,21.6,89.0,111.1
2024145N14087,REMAL,2024-05-26 18:00:00,22.0,88.9,111.1
2024145N14087,REMAL,2024-05-26 21:00:00,22.2,88.9,101.9
2024145N14087,REMAL,2024-05-27 00:00:00,22.6,89.0,83.3
2024145N14087,REMAL,2024-05-27 03:00:00,22.8,89.1,74.1
2024145N14087,REMAL,2024-05-27 06:00:00,23.1,89.1,64.8
2024216N24085,UNNAMED,2024-08-03 00:00:00,24.3,84.6,46.3
2024216N24085,UNNAMED,2024-08-03 03:00:00,24.4,84.4,55.6
2024216N24085,UNNAMED,2024-08-03 06:00:00,24.5,84.2,55.6
2024216N24085,UNNAMED,2024-08-03 09:00:00,24.7,83.7,55.6
2024216N24085,UNNAMED,2024-08-03 12:00:00,24.8,83.0,55.6
2024216N24085,UNNAMED,2024-08-03 15:00:00,24.8,82.2,55.6
2024216N24085,UNNAMED,2024-08-03 18:00:00,24.8,81.5,55.6
2024216N24085,UNNAMED,2024-08-03 21:00:00,24.8,81.2,55.6
2024216N24085,UNNAMED,2024-08-04 00:00:00,24.9,81.0,55.6
2024216N24085,UNNAMED,2024-08-04 03:00:00,25.0,80.7,55.6
2024216N24085,UNNAMED,2024-08-04 06:00:00,25.3,79.6,55.6
2024216N24085,UNNAMED,2024-08-04 09:00:00,25.6,78.9,55.6
2024216N24085,UNNAMED,2024-08-04 12:00:00,25.8,78.4,55.6
2024216N24085,UNNAMED,2024-08-04 15:00:00,25.9,78.0,55.6
2024216N24085,UNNAMED,2024-08-04 18:00:00,26.0,77.6,55.6
2024238N25077,ASNA,2024-08-25 12:00:00,24.4,75.6,46.3
2024238N25077,ASNA,2024-08-25 15:00:00,24.3,75.1,51.9
2024238N25077,ASNA,2024-08-25 18:00:00,24.3,74.7,55.6
2024238N25077,ASNA,2024-08-25 21:00:00,24.3,74.4,55.6
2024238N25077,ASNA,2024-08-26 00:00:00,24.2,74.2,55.6
2024238N25077,ASNA,2024-08-26 03:00:00,24.1,74.0,55.6
2024238N25077,ASNA,2024-08-26 06:00:00,23.8,73.6,55.6
2024238N25077,ASNA,2024-08-26 09:00:00,23.7,73.3,55.6
2024238N25077,ASNA,2024-08-26 12:00:00,23.8,73.0,55.6
2024238N25077,ASNA,2024-08-26 15:00:00,23.8,72.7,55.6
2024238N25077,ASNA,2024-08-26 18:00:00,23.8,72.4,55.6
2024238N25077,ASNA,2024-08-26 21:00:00,23.8,72.3,55.6
2024238N25077,ASNA,2024-08-27 00:00:00,23.8,72.2,55.6
2024238N25077,ASNA,2024-08-27 03:00:00,23.8,72.0,55.6
2024238N25077,ASNA,2024-08-27 06:00:00,23.7,71.7,55.6
2024238N25077,ASNA,2024-08-27 09:00:00,23.7,71.3,55.6
2024238N25077,ASNA,2024-08-27 12:00:00,23.8,70.9,55.6
2024238N25077,ASNA,2024-08-27 15:00:00,23.9,70.6,55.6
2024238N25077,ASNA,2024-08-27 18:00:00,24.0,70.4,55.6
2024238N25077,ASNA,2024-08-27 21:00:00,24.0,70.1,55.6
2024238N25077,ASNA,2024-08-28 00:00:00,24.0,70.0,55.6
2024238N25077,ASNA,2024-08-28 03:00:00,24.0,69.8,55.6
2024238N25077,ASNA,2024-08-28 06:00:00,23.9,69.8,55.6
2024238N25077,ASNA,2024-08-28 09:00:00,23.8,69.8,55.6
2024238N25077,ASNA,2024-08-28 12:00:00,23.8,69.8,55.6
2024238N25077,ASNA,2024-08-28 15:00:00,23.8,69.8,55.6
2024238N25077,ASNA,2024-08-28 18:00:00,23.8,69.7,55.6
2024238N25077,ASNA,2024-08-28 21:00:00,23.8,69.6,55.6
2024238N25077,ASNA,2024-08-29 00:00:00,23.8,69.5,55.6
2024238N25077,ASNA,2024-08-29 03:00:00,23.7,69.4,55.6
2024238N25077,ASNA,2024-08-29 06:00:00,23.7,69.5,55.6
2024238N25077,ASNA,2024-08-29 09:00:00,23.6,69.4,55.6
2024238N25077,ASNA,2024-08-29 12:00:00,23.6,69.3,55.6
2024238N25077,ASNA,2024-08-29 15:00:00,23.5,69.2,55.6
2024238N25077,ASNA,2024-08-29 18:00:00,23.5,69.0,55.6
2024238N25077,ASNA,2024-08-29 21:00:00,23.4,68.7,55.6
2024238N25077,ASNA,2024-08-30 00:00:00,23.3,68.5,55.6
2024238N25077,ASNA,2024-08-30 03:00:00,23.3,68.2,55.6
2024238N25077,ASNA,2024-08-30 06:00:00,23.4,68.0,64.8
2024238N25077,ASNA,2024-08-30 09:00:00,23.4,67.5,64.8
2024238N25077,ASNA,2024-08-30 12:00:00,23.4,67.1,64.8
2024238N25077,ASNA,2024-08-30 15:00:00,23.5,66.9,64.8
2024238N25077,ASNA,2024-08-30 18:00:00,23.6,66.4,64.8
2024238N25077,ASNA,2024-08-30 21:00:00,23.5,66.1,64.8
2024238N25077,ASNA,2024-08-31 00:00:00,23.5,65.7,74.1
2024238N25077,ASNA,2024-08-31 03:00:00,23.5,65.2,74.1
2024238N25077,ASNA,2024-08-31 06:00:00,23.5,64.9,74.1
2024238N25077,ASNA,2024-08-31 09:00:00,23.4,64.4,74.1
2024238N25077,ASNA,2024-08-31 12:00:00,23.5,64.2,74.1
2024238N25077,ASNA,2024-08-31 15:00:00,23.4,63.7,74.1
2024238N25077,ASNA,2024-08-31 18:00:00,23.4,63.5,74.1
2024238N25077,ASNA,2024-08-31 21:00:00,23.3,63.0,74.1
2024238N25077,ASNA,2024-09-01 00:00:00,23.1,62.6,74.1
2024238N25077,ASNA,2024-09-01 03:00:00,22.9,62.3,64.8
2024238N25077,ASNA,2024-09-01 06:00:00,22.7,62.1,64.8
2024238N25077,ASNA,2024-09-01 09:00:00,22.5,61.9,64.8
2024238N25077,ASNA,2024-09-01 12:00:00,22.2,61.8,55.6
2024238N25077,ASNA,2024-09-01 15:00:00,21.9,61.7,55.6
2024238N25077,ASNA,2024-09-01 18:00:00,21.7,61.6,55.6
2024238N25077,ASNA,2024-09-01 21:00:00,21.4,61.5,46.3
2024238N25077,ASNA,2024-09-02 00:00:00,21.2,61.4,37.0
2024238N25077,ASNA,2024-09-02 03:00:00,20.9,61.2,37.0
2024238N25077,ASNA,2024-09-02 06:00:00,20.6,61.1,
2024244N18085,UNNAMED,2024-08-31 12:00:00,18.1,84.0,46.3
2024244N18085,UNNAMED,2024-08-31 15:00:00,18.1,83.9,46.3
2024244N18085,UNNAMED,2024-08-31 18:00:00,18.2,83.8,46.3
2024244N18085,UNNAMED,2024-08-31 21:00:00,18.3,83.5,46.3
2024244N18085,UNNAMED,2024-09-01 00:00:00,18.5,83.0,46.3
2024244N18085,UNNAMED,2024-09-01 03:00:00,18.7,82.4,46.3
2024244N18085,UNNAMED,2024-09-01 06:00:00,18.7,82.1,37.0
2024252N18087,UNNAMED,2024-09-08 12:00:00,18.6,86.4,46.3
2024252N18087,UNNAMED,2024-09-08 15:00:00,18.7,86.3,51.9
2024252N18087,UNNAMED,2024-09-08 18:00:00,18.9,86.3,55.6
2024252N18087,UNNAMED,2024-09-08 21:00:00,19.1,86.2,55.6
2024252N18087,UNNAMED,2024-09-09 00:00:00,19.3,86.2,55.6
2024252N18087,UNNAMED,2024-09-09 03:00:00,19.6,86.2,55.6
2024252N18087,UNNAMED,2024-09-09 06:00:00,20.0,86.0,55.6
2024255N24080,UNNAMED,2024-09-11 15:00:00,25.6,78.9,46.3
2024255N24080,UNNAMED,2024-09-11 18:00:00,26.2,78.2,46.3
2024255N24080,UNNAMED,2024-09-11 21:00:00,26.5,78.1,46.3
2024255N24080,UNNAMED,2024-09-12 00:00:00,26.7,78.3,46.3
2024258N22091,UNNAMED,2024-09-14 00:00:00,22.5,89.6,55.6
2024258N22091,UNNAMED,2024-09-14 03:00:00,22.7,88.8,55.6
2024258N22091,UNNAMED,2024-09-14 06:00:00,22.4,88.3,55.6
2024258N22091,UNNAMED,2024-09-14 09:00:00,22.3,88.3,55.6
2024258N22091,UNNAMED,2024-09-14 12:00:00,22.4,88.5,55.6
2024258N22091,UNNAMED,2024-09-14 15:00:00,22.5,88.6,55.6
2024258N22091,UNNAMED,2024-09-14 18:00:00,22.6,88.5,55.6
2024258N22091,UNNAMED,2024-09-14 21:00:00,22.6,88.3,55.6
2024258N22091,UNNAMED,2024-09-15 00:00:00,22.6,88.0,55.6
2024258N22091,UNNAMED,2024-09-15 03:00:00,22.6,87.8,55.6
2024258N22091,UNNAMED,2024-09-15 06:00:00,22.7,87.6,55.6
2024258N22091,UNNAMED,2024-09-15 09:00:00,22.8,87.5,55.6
2024258N22091,UNNAMED,2024-09-15 12:00:00,22.8,87.4,55.6
2024258N22091,UNNAMED,2024-09-15 15:00:00,22.8,87.3,55.6
2024258N22091,UNNAMED,2024-09-15 18:00:00,22.9,87.2,55.6
2024258N22091,UNNAMED,2024-09-15 21:00:00,22.9,87.1,55.6
2024258N22091,UNNAMED,2024-09-16 00:00:00,23.0,87.0,55.6
2024258N22091,UNNAMED,2024-09-16 03:00:00,23.1,86.7,55.6
2024258N22091,UNNAMED,2024-09-16 06:00:00,23.2,86.4,55.6
2024258N22091,UNNAMED,2024-09-16 09:00:00,23.3,85.8,55.6
2024258N22091,UNNAMED,2024-09-16 12:00:00,23.3,85.2,55.6
2024258N22091,UNNAMED,2024-09-16 15:00:00,23.3,84.8,55.6
2024258N22091,UNNAMED,2024-09-16 18:00:00,23.4,84.6,55.6
2024288N16065,UNNAMED,2024-10-14 00:00:00,15.8,64.5,37.0
2024288N16065,UNNAMED,2024-10-14 03:00:00,15.8,64.3,46.3
2024288N16065,UNNAMED,2024-10-14 06:00:00,16.0,64.0,46.3
2024288N16065,UNNAMED,2024-10-14 09:00:00,16.1,63.0,46.3
2024288N16065,UNNAMED,2024-10-14 12:00:00,16.1,62.0,46.3
2024295N15092,DANA,2024-10-21 18:00:00,15.2,92.0,
2024295N15092,DANA,2024-10-21 21:00:00,15.1,92.0,
2024295N15092,DANA,2024-10-22 00:00:00,15.2,91.9,37.0
2024295N15092,DANA,2024-10-22 03:00:00,15.2,91.8,37.0
2024295N15092,DANA,2024-10-22 06:00:00,15.3,91.6,46.3
2024295N15092,DANA,2024-10-22 09:00:00,15.3,91.5,51.9
2024295N15092,DANA,2024-10-22 12:00:00,15.4,91.4,55.6
2024295N15092,DANA,2024-10-22 15:00:00,15.5,91.1,55.6
2024295N15092,DANA,2024-10-22 18:00:00,15.6,90.7,55.6
2024295N15092,DANA,2024-10-22 21:00:00,15.8,90.3,61.1
2024295N15092,DANA,2024-10-23 00:00:00,16.1,89.9,64.8
2024295N15092,DANA,2024-10-23 03:00:00,16.4,89.6,64.8
2024295N15092,DANA,2024-10-23 06:00:00,16.7,89.3,74.1
2024295N15092,DANA,2024-10-23 09:00:00,16.9,89.1,83.3
2024295N15092,DANA,2024-10-23 12:00:00,17.3,89.0,83.3
2024295N15092,DANA,2024-10-23 15:00:00,17.6,88.8,83.3
2024295N15092,DANA,2024-10-23 18:00:00,18.0,88.7,92.6
2024295N15092,DANA,2024-10-23 21:00:00,18.3,88.4,92.6
2024295N15092,DANA,2024-10-24 00:00:00,18.7,88.2,101.9
2024295N15092,DANA,2024-10-24 03:00:00,19.0,88.0,101.9
2024295N15092,DANA,2024-10-24 06:00:00,19.3,87.8,101.9
2024295N15092,DANA,2024-10-24 09:00:00,19.5,87.6,111.1
2024295N15092,DANA,2024-10-24 12:00:00,19.8,87.5,111.1
2024295N15092,DANA,2024-10-24 15:00:00,20.1,87.3,111.1
2024295N15092,DANA,2024-10-24 18:00:00,20.5,87.1,101.9
2024295N15092,DANA,2024-10-24 21:00:00,20.7,87.0,101.9
2024295N15092,DANA,2024-10-25 00:00:00,20.9,86.9,92.6
2024329N04089,FENGAL,2024-11-24 06:00:00,3.8,86.8,
2024329N04089,FENGAL,2024-11-24 09:00:00,3.9,86.2,
2024329N04089,FENGAL,2024-11-24 12:00:00,4.0,85.6,
2024329N04089,FENGAL,2024-11-24 15:00:00,4.1,85.1,
2024329N04089,FENGAL,2024-11-24 18:00:00,4.2,84.7,
2024329N04089,FENGAL,2024-11-24 21:00:00,4.3,84.3,
2024329N04089,FENGAL,2024-11-25 00:00:00,4.3,83.9,
2024329N04089,FENGAL,2024-11-25 03:00:00,4.4,83.9,37.0
2024329N04089,FENGAL,2024-11-25 06:00:00,4.6,83.6,37.0
2024329N04089,FENGAL,2024-11-25 09:00:00,4.9,83.4,42.6
2024329N04089,FENGAL,2024-11-25 12:00:00,5.2,83.3,46.3
2024329N04089,FENGAL,2024-11-25 15:00:00,5.4,83.1,46.3
2024329N04089,FENGAL,2024-11-25 18:00:00,5.6,83.1,46.3
2024329N04089,FENGAL,2024-11-25 21:00:00,5.8,83.1,46.3
2024329N04089,FENGAL,2024-11-26 00:00:00,6.1,83.1,46.3
2024329N04089,FENGAL,2024-11-26 03:00:00,6.4,82.9,55.6
2024329N04089,FENGAL,2024-11-26 06:00:00,6.8,82.9,55.6
2024329N04089,FENGAL,2024-11-26 09:00:00,7.1,82.8,55.6
2024329N04089,FENGAL,2024-11-26 12:00:00,7.3,82.8,55.6
2024329N04089,FENGAL,2024-11-26 15:00:00,7.5,82.7,55.6
2024329N04089,FENGAL,2024-11-26 18:00:00,7.8,82.6,55.6
2024329N04089,FENGAL,2024-11-26 21:00:00,8.1,82.5,55.6
2024329N04089,FENGAL,2024-11-27 00:00:00,8.3,82.4,55.6
2024329N04089,FENGAL,2024-11-27 03:00:00,8.5,82.3,55.6
2024329N04089,FENGAL,2024-11-27 06:00:00,8.7,82.3,55.6
2024329N04089,FENGAL,2024-11-27 09:00:00,8.8,82.2,55.6
2024329N04089,FENGAL,2024-11-27 12:00:00,8.8,82.3,55.6
2024329N04089,FENGAL,2024-11-27 15:00:00,8.9,82.5,55.6
2024329N04089,FENGAL,2024-11-27 18:00:00,9.0,82.7,55.6
2024329N04089,FENGAL,2024-11-27 21:00:00,9.1,82.7,55.6
2024329N04089,FENGAL,2024-11-28 00:00:00,9.2,82.8,55.6
2024329N04089,FENGAL,2024-11-28 03:00:00,9.2,83.0,55.6
2024329N04089,FENGAL,2024-11-28 06:00:00,9.3,83.2,55.6
2024329N04089,FENGAL,2024-11-28 09:00:00,9.4,83.3,55.6
2024329N04089,FENGAL,2024-11-28 12:00:00,9.6,83.4,55.6
2024329N04089,FENGAL,2024-11-28 15:00:00,9.9,83.5,55.6
2024329N04089,FENGAL,2024-11-28 18:00:00,10.2,83.5,55.6
2024329N04089,FENGAL,2024-11-28 21:00:00,10.5,83.2,55.6
2024329N04089,FENGAL,2024-11-29 00:00:00,10.7,82.9,55.6
2024329N04089,FENGAL,2024-11-29 03:00:00,10.9,82.7,55.6
2024329N04089,FENGAL,2024-11-29 06:00:00,11.2,82.6,55.6
2024329N04089,FENGAL,2024-11-29 09:00:00,11.4,82.3,64.8
2024329N04089,FENGAL,2024-11-29 12:00:00,11.7,82.1,64.8
2024329N04089,FENGAL,2024-11-29 15:00:00,11.9,81.8,64.8
2024329N04089,FENGAL,2024-11-29 18:00:00,12.1,81.8,64.8
2024329N04089,FENGAL,2024-11-29 21:00:00,12.2,81.6,74.1
2024329N04089,FENGAL,2024-11-30 00:00:00,12.4,81.3,83.3
2024329N04089,FENGAL,2024-11-30 03:00:00,12.4,81.0,83.3
2024329N04089,FENGAL,2024-11-30 06:00:00,12.3,80.9,83.3
2024329N04089,FENGAL,2024-11-30 09:00:00,12.3,80.7,83.3
2024329N04089,FENGAL,2024-11-30 12:00:00,12.3,80.5,74.1
2024329N04089,FENGAL,2024-11-30 15:00:00,12.2,80.3,74.1
2024329N04089,FENGAL,2024-11-30 18:00:00,12.1,80.1,74.1
2024329N04089,FENGAL,2024-11-30 21:00:00,12.1,80.0,64.8
2024329N04089,FENGAL,2024-12-01 00:00:00,12.1,79.9,64.8
2024329N04089,FENGAL,2024-12-01 03:00:00,12.0,79.8,64.8
2024329N04089,FENGAL,2024-12-01 06:00:00,12.1,79.8,55.6
2024329N04089,FENGAL,2024-12-01 09:00:00,12.1,79.7,51.9
2024329N04089,FENGAL,2024-12-01 12:00:00,12.1,79.5,46.3
2024329N04089,FENGAL,2024-12-01 15:00:00,12.1,79.4,46.3
2024329N04089,FENGAL,2024-12-01 18:00:00,12.2,79.3,46.3
2024329N04089,FENGAL,2024-12-01 21:00:00,12.1,79.2,
2024329N04089,FENGAL,2024-12-02 00:00:00,12.1,79.1,
2024329N04089,FENGAL,2024-12-02 03:00:00,12.1,78.9,
2024329N04089,FENGAL,2024-12-02 06:00:00,12.2,78.6,
2024329N04089,FENGAL,2024-12-02 09:00:00,12.3,78.3,
2024329N04089,FENGAL,2024-12-02 12:00:00,12.5,77.9,
2024329N04089,FENGAL,2024-12-02 15:00:00,12.7,77.5,
2024329N04089,FENGAL,2024-12-02 18:00:00,12.9,76.9,
2024329N04089,FENGAL,2024-12-02 21:00:00,13.0,76.3,
2024329N04089,FENGAL,2024-12-03 00:00:00,13.1,75.5,
2024329N04089,FENGAL,2024-12-03 03:00:00,13.2,74.6,
2024329N04089,FENGAL,2024-12-03 06:00:00,13.3,73.7,
2024329N04089,FENGAL,2024-12-03 09:00:00,13.5,72.7,
2024329N04089,FENGAL,2024-12-03 12:00:00,13.5,71.8,
